airline_name,icao,model_code,model_name,registration,lat,lng,alt
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYU,-33.397564,-70.788292,0
LATAM Airlines,LAN,A20N,Airbus A320-271N,PR-XBM,-15.131293,-39.82122,37025
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,CC-BGP,-14.329697,-42.104534,40000
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYA,-15.878014,-47.926735,0
LATAM Airlines,LAN,A320,Airbus A320-233,CC-CQN,7.160619,-76.942894,33975
LATAM Airlines,LAN,A320,Airbus A320-232,CC-BAG,10.786154,-74.869514,2250
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MYO,-22.475142,-46.716156,25700
LATAM Airlines,LAN,A321,Airbus A321-211,CC-BEA,-30.179024,-70.698227,35000
LATAM Airlines,LAN,A320,Airbus A320-232,CC-BAF,-42.085419,-72.240601,34975
LATAM Airlines,LAN,A321,Airbus A321-211,CC-BEB,-36.336136,-71.895447,35975
LATAM Airlines,LAN,A321,Airbus A321-211,PT-XPF,-16.195724,-43.089199,35025
LATAM Airlines,LAN,A321,Airbus A321-231,PT-MXP,-10.434128,-53.295654,35000
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFS,-3.859955,-75.966499,37000
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,CC-BGQ,34.861061,-18.572159,35975
LATAM Airlines,LAN,A319,Airbus A319-132,CC-COU,-6.777412,-79.828362,0
LATAM Airlines,LAN,A320,Airbus A320-233,CC-CQP,-44.453018,-73.435295,36000
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYJ,-43.512238,-72.472229,35025
LATAM Airlines,LAN,A20N,Airbus A320-271N,PR-XBH,-15.033672,-44.053459,38050
LATAM Airlines,LAN,B77W,Boeing 777-32W(ER),PT-MUE,-18.387575,-50.568119,32000
LATAM Airlines,LAN,A321,Airbus A321-211,PT-XPN,-15.126343,-40.58947,34000
LATAM Airlines,LAN,A20N,Airbus A320-271N,PR-XBP,-18.219818,-40.867668,39025
LATAM Airlines,LAN,A321,Airbus A321-211,CC-BEC,-31.509018,-70.828964,30850
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MYK,-16.9384,-48.924145,9725
LATAM Airlines,LAN,A319,Airbus A319-132,CC-CYJ,-0.847412,-89.283188,22375
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MHP,-24.765289,-52.477875,36025
LATAM Airlines,LAN,A320,Airbus A320-233,CC-COG,4.962934,-74.916389,20025
LATAM Airlines,LAN,A321,Airbus A321-231,PT-MXH,-18.519562,-43.234634,36050
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BLG,4.606613,-74.207664,12550
LATAM Airlines,LAN,A321,Airbus A321-211,PT-XPE,-16.619934,-42.156178,34025
LATAM Airlines,LAN,A319,Airbus A319-132,CC-CPI,-7.764084,-79.659821,36000
LATAM Airlines,LAN,A20N,Airbus A320-271N,CC-BHG,-13.537125,-71.924835,10125
LATAM Airlines,LAN,A320,Airbus A320-233,CC-CQO,-7.166857,-76.132271,33000
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MHK,-22.340885,-48.069965,33400
LATAM Airlines,LAN,A321,Airbus A321-231,PT-MXJ,-12.894272,-38.253334,1850
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MYX,-22.658604,-47.602997,26950
LATAM Airlines,LAN,A20N,Airbus A320-271N,CC-BHF,16.710434,-95.882744,34975
LATAM Airlines,LAN,A321,Airbus A321-211,CC-BEN,-23.291153,-70.464462,3125
LATAM Airlines,LAN,A319,Airbus A319-112,CC-BCD,-12.146084,-76.966072,12025
LATAM Airlines,LAN,A321,Airbus A321-211,PT-XPC,-31.818375,-52.927788,35000
LATAM Airlines,LAN,A20N,Airbus A320-271N,PR-XBO,-16.124954,-47.688614,37025
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MHM,-28.99823,-60.863731,36000
LATAM Airlines,LAN,A320,Airbus A320-232,PR-MBH,-29.814194,-57.709332,32950
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFH,-14.562241,-75.058975,38000
LATAM Airlines,LAN,A320,Airbus A320-233,CC-COP,-34.449913,-61.249409,36000
LATAM Airlines (Festival Cordillera Stickers),LAN,A320,Airbus A320-214,CC-BAT,-37.377548,-72.954826,35025
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFJ,-7.983802,-75.893982,31975
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MHI,-23.599983,-46.802845,8975
LATAM Airlines,LAN,A319,Airbus A319-132,PT-TME,-25.536823,-49.170761,0
LATAM Airlines,LAN,A319,Airbus A319-132,PR-MBU,-16.277618,-47.356762,17975
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MHQ,-24.831524,-46.773476,21575
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BLE,-8.459015,-75.420074,35000
LATAM Airlines,LAN,A320,Airbus A320-232,CC-BAL,8.083005,-74.914871,19350
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYH,-25.879211,-48.293774,38000
LATAM Airlines,LAN,A20N,Airbus A320-271N,PR-XBK,-23.672791,-46.624298,3475
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BLM,4.782166,-74.263618,10100
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MHF,-19.940231,-41.515335,34975
LATAM Airlines,LAN,A319,Airbus A319-132,PT-TML,-19.349945,-45.867626,38950
LATAM Airlines,LAN,A320,Airbus A320-233,CC-COF,-38.258835,-72.042206,35000
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFX,-14.153549,-74.614311,36875
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFO,2.334183,-79.02005,36000
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MYI,-15.345387,-39.580307,16000
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFF,-12.740649,-74.343277,37975
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYD,-25.743301,-47.821758,34000
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYT,-32.649078,-67.335312,37000
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TQC,-26.432081,-48.643501,27000
LATAM Airlines,LAN,A320,Airbus A320-233,CC-BAI,4.698338,-74.153061,0
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BLH,5.516952,-77.630386,33550
LATAM Airlines,LAN,A20N,Airbus A320-271N,CC-BHE,-9.941509,-77.875359,32075
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYI,-13.015961,-75.284431,26625
LATAM Airlines,LAN,A321,Airbus A321-211,CC-BEM,-35.550476,-71.320557,34775
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFN,-11.69583,-77.256386,2175
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MHA,-22.28064,-45.401302,32950
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYP,-24.272232,-70.375008,33900
LATAM Airlines,LAN,A321,Airbus A321-211,CC-BED,-23.36899,-69.026947,22950
LATAM Airlines,LAN,A321,Airbus A321-231,PT-MXB,-16.301331,-55.447323,22800
LATAM Airlines,LAN,A319,Airbus A319-132,CC-CPM,-13.1884,-72.548973,30150
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYR,-32.662075,-70.68116,24900
LATAM Airlines,LAN,A319,Airbus A319-132,PR-MBW,-20.731434,-45.312862,35475
LATAM Airlines,LAN,A320,Airbus A320-232,PR-MAK,-19.103355,-43.389923,35950
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,CC-BGV,-32.449471,-70.368721,26875
LATAM Airlines,LAN,A320,Airbus A320-214,PR-TYF,-16.231201,-40.302139,29650
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BAS,6.022018,-75.261139,15950
LATAM Airlines,LAN,A321,Airbus A321-211,CC-BEI,-25.118795,-70.340332,25900
LATAM Airlines,LAN,B789,Boeing 787-9 Dreamliner,PS-LAA,24.769318,-78.538055,26300
LATAM Airlines,LAN,A319,Airbus A319-132,CC-CPJ,-6.653412,-79.85231,39000
LATAM Airlines,LAN,A321,Airbus A321-211,PT-XPI,-20.357895,-44.716316,24700
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFL,-16.326279,-71.6828,10275
LATAM Airlines,LAN,A20N,Airbus A320-271N,PR-XBL,-23.401291,-43.665062,22825
LATAM Airlines,LAN,A319,Airbus A319-132,PT-TMG,-22.115107,-41.925762,32800
LATAM Airlines,LAN,A319,Airbus A319-132,CC-CPF,-11.931059,-76.98732,14975
LATAM Airlines,LAN,A21N,Airbus A321-271NX,PS-LBG,-9.878664,-36.500511,20125
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BJE,-13.535717,-71.952194,0
LATAM Airlines,LAN,A319,Airbus A319-112,PR-MYM,-26.363892,-47.960247,21625
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MHR,-22.149994,-45.426022,26775
LATAM Airlines,LAN,A21N,Airbus A321-271NX,PS-LBF,-24.066063,-47.188351,26725
LATAM Airlines,LAN,A319,Airbus A319-132,PT-TMC,-23.448395,-46.534542,4550
LATAM Airlines,LAN,B788,Boeing 787-8 Dreamliner,CC-BBA,-12.007184,-77.120949,0
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BAY,-22.497208,-68.945999,8675
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BAZ,-34.565506,-58.404552,0
LATAM Airlines,LAN,A320,Airbus A320-233,CC-COE,4.701176,-74.146202,0
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BJD,-8.079048,-79.107826,0
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFG,-12.148865,-77.184921,5150
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MHJ,-23.631697,-46.654415,0
LATAM Airlines,LAN,A320,Airbus A320-214,PR-MYT,-6.794485,-47.180172,25575
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFR,-12.019249,-77.112694,0
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFW,-13.536369,-71.945663,0
LATAM Airlines,LAN,A319,Airbus A319-132,PR-MBN,-23.632116,-46.654118,0
LATAM Airlines,LAN,A321,Airbus A321-231,PT-MXI,-1.365843,-48.462826,700
LATAM Airlines,LAN,A320,Airbus A320-214,CC-BFP,-12.027469,-77.107475,0
LATAM Airlines,LAN,A320,Airbus A320-233,CC-BAC,-33.394318,-70.791313,0
LATAM Airlines,LAN,A21N,Airbus A321-271NX,PS-LBB,-8.130907,-34.920162,0
LATAM Airlines,LAN,A21N,Airbus A321-271NX,PS-LBI,-3.033518,-60.045586,0
LATAM Cargo,LCO,B763,Boeing 767-316(ER)(BCF),N538LA,18.218311,-79.220116,34000
LATAM Cargo,LCO,B763,Boeing 767-316F(ER),N418LA,55.207836,-9.564597,35000
LATAM Cargo,LCO,B763,Boeing 767-316F(ER),PR-ABD,17.799225,-84.613762,33025
LATAM Cargo,LCO,B763,Boeing 767-316F(ER),N420LA,9.028993,-76.056122,41000
LATAM Airlines,LCO,B763,Boeing 767-316(ER)(BCF),N568LA,7.306641,-79.24778,39000
LATAM Cargo (Avion Solidario Livery),LCO,B763,Boeing 767-316F(ER),N534LA,7.109644,-76.095757,41000
LATAM Cargo,LCO,B763,Boeing 767-316F(ER),N536LA,-23.621443,-74.692421,32000
LATAM Cargo,LCO,B763,Boeing 767-316(ER)(BCF),CC-BDC,19.874176,-68.961136,35000
LATAM Cargo,LCO,B763,Boeing 767-316F(ER),CC-CZZ,7.839432,-79.4758,34025
LATAM Cargo,LCO,B763,Boeing 767-316(ER)(BCF),N564LA,21.070679,-78.500061,41050
LATAM Cargo,LCO,B763,Boeing 767-316(ER)(BCF),N542LA,32.371914,-109.232857,41075
LATAM Cargo,LCO,B763,Boeing 767-316(ER)(BCF),CC-CXK,16.235418,-83.043106,34000
LATAM Cargo,LCO,B763,Boeing 767-316(ER)(BCF),CC-CXD,22.227081,-78.443779,39000
Lauda Europe,LDA,A320,Airbus A320-214,9H-LOR,53.429192,-6.248807,0
Lauda Europe,LDA,A320,Airbus A320-232,9H-LOT,37.306412,0.406962,35025
Lauda Europe,LDA,A320,Airbus A320-214,9H-LOU,46.548615,13.560613,29000
Lauda Europe,LDA,A320,Airbus A320-232,9H-LMB,48.063217,16.600754,1725
Libyan Airlines,LAA,A320,Airbus A320-214,5A-LAH,32.667801,17.676289,37000
Libyan Airlines,LAA,A320,Airbus A320-214,5A-LAK,31.808212,24.245617,35025
Lift,GBB,A320,Airbus A320-231,ZS-GAL,-29.636169,31.09807,450
Lift,GBB,A320,Airbus A320-231,ZS-GAS,-31.120422,22.692368,37000
Lift,GBB,A320,Airbus A320-232,ZS-GAC,-29.201799,24.507751,34000
Lift,GBB,A320,Airbus A320-231,ZS-GAO,-29.246443,30.306755,15650
Lion Air,LNI,A339,Airbus A330-941,PK-LEV,22.627413,48.77594,36000
Lion Air,LNI,A333,Airbus A330-343,PK-LEF,22.417236,51.949203,36000
Lion Air,LNI,A333,Airbus A330-343,PK-LEH,23.022409,44.410706,36000
Lion Air,LNI,B739,Boeing 737-96N(ER),PK-LSY,24.157974,117.660675,24600
Lion Air,LNI,B738,Boeing 737-8GP,PK-LOH,-6.119934,106.652687,0
Lion Air (Dreamliner Livery),LNI,B739,Boeing 737-9GP(ER),PK-LFG,-6.259735,111.863121,35000
Lion Air,LNI,B739,Boeing 737-9GP(ER),PK-LGY,-6.075714,107.23848,22000
Loganair,LOG,AT76,ATR 72-600,G-LMTA,55.863708,-4.440901,0
Loganair,LOG,AT46,ATR 42-600,G-LMSB,59.675362,-1.338059,10350
Loganair,LOG,E145,Embraer ERJ-145EP,G-SAJK,51.412525,-1.275406,9125
Loganair (Pride Livery),LOG,E145,Embraer ERJ-145EP,G-SAJE,52.352528,-1.793607,5250
Loganair,LOG,E145,Embraer ERJ-145EP,G-SAJL,52.865707,-2.424112,34125
Loganair,LOG,E145,Embraer ERJ-145EU,G-SAJG,56.699562,-2.355358,16075
Loganair,LOG,E145,Embraer ERJ-145EP,G-SAJF,55.43774,-3.35215,32000
Loganair,LOG,AT46,ATR 42-600,G-LMSA,56.451599,-4.440973,16950
Loganair,LOG,AT76,ATR 72-600,G-LMTB,51.778145,-0.640564,7000
Loganair,LOG,AT45,ATR 42-500,G-LMRD,57.207859,-2.205439,0
LongJiang Airlines,SNG,A320,Airbus A320-214,B-6338,40.975662,116.98761,31075
LongJiang Airlines,SNG,A320,Airbus A320-214,B-32CV,42.303452,116.334099,25600
LongJiang Airlines,SNG,A321,Airbus A321-211,B-8289,42.096859,116.895531,33100
Longjiang Airlines,SNG,A320,Airbus A320-214,B-32CM,25.043335,113.440346,31100
LongJiang Airlines,SNG,A320,Airbus A320-214,B-32CK,46.880219,124.456352,27600
Loong Air,CDC,A20N,Airbus A320-251N,B-320R,40.419201,84.650452,36075
Loong Air (Hello 5G Livery),CDC,A320,Airbus A320-214,B-8146,40.877468,82.236221,20175
Loong Air,CDC,A20N,Airbus A320-251N,B-1212,44.073891,88.857162,16375
Loong Air,CDC,A21N,Airbus A321-251NX,B-327P,30.208191,120.340576,1100
Loong Air (19th Asian Games Livery),CDC,A320,Airbus A320-214,B-1676,25.631836,112.569023,24000
Loong Air,CDC,A320,Airbus A320-214,B-1869,30.55945,113.361443,21700
Loong Air,CDC,A21N,Airbus A321-251NX,B-32AN,23.421249,113.342049,13800
Loong Air,CDC,A20N,Airbus A320-251N,B-30DN,29.820061,118.11628,20700
Loong Air,CDC,A20N,Airbus A320-251N,B-320K,42.180698,118.272873,29100
Loong Air,CDC,A20N,Airbus A320-251N,B-32AP,28.49464,109.045059,30100
Loong Air (19th Asian Games Livery),CDC,A21N,Airbus A321-251NX,B-329R,30.890305,105.082344,24850
Loong Air,CDC,A20N,Airbus A320-251N,B-30DH,41.115215,117.327431,36050
Loong Air,CDC,A20N,Airbus A320-251N,B-30AQ,29.877911,121.372414,1450
Loong Air,CDC,A20N,Airbus A320-251N,B-30FV,29.37575,117.836342,29050
Loong Air,CDC,A320,Airbus A320-214,B-8320,42.286423,118.422333,33125
Loong Air (Tide Xiaoshan Livery),CDC,A320,Airbus A320-214,B-1866,28.04493,113.727455,29100
Loong Air,CDC,A21N,Airbus A321-251NX,B-323U,35.713669,120.601044,31100
Loong Air,CDC,A20N,Airbus A320-251N,B-307G,40.612358,110.511909,10575
Loong Air (Monalisa Tiles Livery),CDC,A320,Airbus A320-214,B-8593,39.5424,122.289673,32100
Loong Air,CDC,A20N,Airbus A320-251N,B-321W,27.50683,110.269508,29100
Loong Air,CDC,A20N,Airbus A320-251N,B-321X,28.47489,111.022118,29100
Loong Air,CDC,A20N,Airbus A320-251N,B-305V,38.202534,121.217773,31075
Loong Air (Sprinting Xiaoshan Livery),CDC,A320,Airbus A320-214,B-8451,37.171028,116.952332,23600
Loong Air (Picturesque & Dynamic Zhejiang Livery),CDC,A21N,Airbus A321-251NX,B-328X,30.694656,112.216782,29100
Loong Air,CDC,A21N,Airbus A321-251NX,B-325K,41.631981,123.473732,0
Loong Air,CDC,A20N,Airbus A320-251N,B-304Y,25.586519,104.328308,31100
Loong Air,CDC,A320,Airbus A320-214,B-8243,36.567352,123.257507,27050
LOT,LOT,B789,Boeing 787-9 Dreamliner,SP-LSD,44.324997,27.953785,37975
LOT,LOT,B789,Boeing 787-9 Dreamliner,SP-LSG,37.711037,47.678516,35975
LOT,LOT,B788,Boeing 787-8 Dreamliner,SP-LRF,30.965137,-47.831039,40000
LOT,LOT,B788,Boeing 787-8 Dreamliner,SP-LRG,24.808777,70.294441,37975
LOT (Independence Livery),LOT,B789,Boeing 787-9 Dreamliner,SP-LSC,42.309494,50.229931,37000
LOT,LOT,B789,Boeing 787-9 Dreamliner,SP-LSA,66.804199,-20.415344,37975
LOT,LOT,E75S,Embraer E175STD,SP-LIC,52.068073,21.052317,1875
LOT,LOT,E75S,Embraer E175STD,SP-LIP,45.706558,23.023123,35000
LOT,LOT,E75S,Embraer E175STD,SP-LIQ,46.332092,20.108894,30425
LOT,LOT,E75S,Embraer E175LR,SP-LII,56.555237,23.816778,35000
LOT (Warmia Mazury Livery),LOT,E195,Embraer E195LR,SP-LNF,47.723877,22.551292,35000
LOT,LOT,B38M,Boeing 737 MAX 8,SP-LVI,33.372299,31.946814,38000
LOT,LOT,E195,Embraer E195LR,SP-LNP,50.108231,22.153063,1525
LOT,LOT,E195,Embraer E195LR,SP-LND,50.38414,20.150263,7425
LOT,LOT,E75S,Embraer E175STD,SP-LIA,54.172852,18.906687,5400
LOT,LOT,E195,Embraer E195LR,SP-LNM,50.021961,21.422968,34325
LOT (Retro Livery),LOT,E75S,Embraer E175LR,SP-LIM,51.801682,19.065289,25900
LOT (Energylandia Livery),LOT,B38M,Boeing 737 MAX 8,SP-LVL,52.182964,19.963179,16950
LOT,LOT,B38M,Boeing 737 MAX 8,SP-LVM,25.399338,54.730175,13925
LOT,LOT,B738,Boeing 737-86N,SP-LWF,40.648773,-3.476563,6375
LOT,LOT,E75S,Embraer E175LR,SP-LIN,52.582291,21.923767,22000
LOT (100 Years Krosno Glass Livery),LOT,B38M,Boeing 737 MAX 8,SP-LVK,28.699081,33.66518,25000
LOT,LOT,E75S,Embraer E175LR,SP-LIK,52.169907,20.969906,0
Lucky Air,LKE,A20N,Airbus A320-251N,B-1361,25.554899,103.150429,12000
Lucky Air,LKE,A333,Airbus A330-343,B-305W,39.716492,116.78109,2675
Lucky Air,LKE,A320,Airbus A320-214,B-8731,26.378733,105.976974,30075
Lucky Air,LKE,A20N,Airbus A320-251N,B-300K,23.287991,101.22773,22100
Lucky Air,LKE,B738,Boeing 737-8AL,B-7993,34.847443,108.743744,36100
Lucky Air,LKE,B738,Boeing 737-808,B-5449,26.706181,107.094566,30100
Lucky Air,LKE,B737,Boeing 737-79P,B-5806,25.23395,103.056389,9450
Lucky Air,LKE,B738,Boeing 737-86W,B-1209,30.483627,105.360771,13450
Lucky Air,LKE,A20N,Airbus A320-251N,B-307Q,22.294189,100.682564,7875
Lucky Air,LKE,A320,Airbus A320-214,B-8446,23.816391,106.808372,25625
Lucky Air,LKE,B738,Boeing 737-8MB,B-6800,25.249794,110.068085,30100
Lucky Air,LKE,A333,Airbus A330-343,B-1014,24.599833,103.508987,21075
Lucky Air,LKE,A20N,Airbus A320-251N,B-300L,26.79966,102.989433,27600
Lucky Air,LKE,A20N,Airbus A320-251N,B-307P,23.52026,101.378242,26050
Lucky Air,LKE,B38M,Boeing 737 MAX 8,B-207P,35.561874,109.025917,36100
Lucky Air,LKE,B737,Boeing 737-74P,B-5289,32.178909,107.087807,26600
Lucky Air,LKE,B738,Boeing 737-86N,B-1798,26.14723,108.406914,34100
Lucky Air,LKE,B738,Boeing 737-86W,B-1208,30.33218,113.09288,30100
Lucky Air,LKE,B738,Boeing 737-86N,B-6809,24.603653,113.613335,34100
Lucky Air,LKE,A320,Airbus A320-214,B-8445,30.180929,112.854912,25950
Lucky Air,LKE,B738,Boeing 737-8AL,B-1587,35.085541,112.143173,23600
Lucky Air,LKE,A320,Airbus A320-214,B-6943,28.475969,109.004021,25600
Lucky Air,LKE,B738,Boeing 737-8AL,B-7990,18.293819,101.017288,33000
Lucky Air,LKE,B738,Boeing 737-8AL,B-1588,30.660549,114.390244,30100
Lucky Air,LKE,B738,Boeing 737-808,B-5409,28.085663,106.532326,25600
Lucky Air,LKE,B737,Boeing 737-74P,B-1565,31.941166,106.790413,26600
Lucky Air,LKE,B737,Boeing 737-74P,B-1563,25.959366,102.996414,29075
Lucky Air,LKE,B738,Boeing 737-8AL,B-1586,33.903111,110.216789,30075
Lucky Air,LKE,A20N,Airbus A320-251N,B-307U,32.761002,108.045761,27600
Lucky Air,LKE,B738,Boeing 737-84P,B-5732,27.238131,117.882141,32100
Lucky Air,LKE,B738,Boeing 737-84P,B-7988,26.980591,103.562469,29100
Lucky Air,LKE,B737,Boeing 737-74P,B-5813,30.030939,112.348061,30100
Lucky Air,LKE,B738,Boeing 737-84P,B-6016,27.863377,120.455894,14200
Lufthansa,DLH,B748,Boeing 747-830,D-ABYH,70.999489,-9.994297,33008
Lufthansa,DLH,A343,Airbus A340-313,D-AIGO,48.528473,12.986346,37000
Lufthansa,DLH,B744,Boeing 747-430,D-ABVY,41.409988,35.983032,36000
Lufthansa,DLH,B748,Boeing 747-830,D-ABYU,41.12418,38.402241,38000
Lufthansa,DLH,A359,Airbus A350-941,D-AIXG,50.588829,11.776675,37050
Lufthansa,DLH,A359,Airbus A350-941,D-AIXO,41.082916,38.862427,40000
Lufthansa,DLH,A359,Airbus A350-941,D-AIXM,41.099121,38.696411,40000
Lufthansa,DLH,B748,Boeing 747-830,D-ABYF,52.228134,-7.266388,37000
Lufthansa,DLH,B748,Boeing 747-830,D-ABYG,40.210648,-44.730663,36012
Lufthansa,DLH,B748,Boeing 747-830,D-ABYQ,71.81179,-72.453117,34004
Lufthansa,DLH,A333,Airbus A330-343,D-AIKS,63.177856,-56.025307,37000
Lufthansa,DLH,A333,Airbus A330-343,D-AIKM,62.822338,-57.033833,37000
Lufthansa,DLH,A343,Airbus A340-313,D-AIFE,59.04451,-49.971313,36000
Lufthansa,DLH,A343,Airbus A340-313,D-AIGX,33.456673,53.55661,37000
Lufthansa,DLH,B748,Boeing 747-830,D-ABYI,72.093201,-58.390656,33000
Lufthansa,DLH,B789,Boeing 787-9 Dreamliner,D-ABPD,33.560673,53.446712,38975
Lufthansa,DLH,B789,Boeing 787-9 Dreamliner,D-ABPA,59.970547,-45.865368,36000
Lufthansa,DLH,A333,Airbus A330-343,D-AIKI,22.202168,7.550011,39000
Lufthansa,DLH,A346,Airbus A340-642,D-AIHT,63.538357,-45.568432,36000
Lufthansa (Star Alliance Livery),DLH,A343,Airbus A340-313,D-AIGP,25.439621,33.285778,35000
Lufthansa,DLH,A359,Airbus A350-941,D-AIVA,35.258896,50.98077,41000
Lufthansa,DLH,A343,Airbus A340-313,D-AIFC,34.325153,6.666298,37000
Lufthansa,DLH,A346,Airbus A340-642,D-AIHV,43.775711,-27.762451,35996
Lufthansa,DLH,B789,Boeing 787-9 Dreamliner,D-ABPC,73.887863,-24.125805,35996
Lufthansa,DLH,A388,Airbus A380-841,D-AIMN,70.057922,-20.34565,38000
Lufthansa,DLH,A346,Airbus A340-642,D-AIHU,58.474388,-21.965961,37004
Lufthansa,DLH,A359,Airbus A350-941,D-AIXF,67.715027,-18.827297,39000
Lufthansa,DLH,A333,Airbus A330-343,D-AIKN,32.861938,31.865295,39000
Lufthansa,DLH,A359,Airbus A350-941,D-AIVC,37.974503,44.492577,41000
Lufthansa,DLH,A359,Airbus A350-941,D-AIXH,41.587303,43.509052,39000
Lufthansa,DLH,B744,Boeing 747-430,D-ABVX,40.308472,36.647339,37000
Lufthansa,DLH,A359,Airbus A350-941,D-AIVD,57.364082,-16.678448,39000
Lufthansa,DLH,B744,Boeing 747-430,D-ABTK,41.8596,31.53957,37000
Lufthansa,DLH,A20N,Airbus A320-271N,D-AINB,50.058647,8.644013,700
Lufthansa,DLH,A20N,Airbus A320-271N,D-AINF,37.20813,-4.605492,8625
Lufthansa,DLH,A343,Airbus A340-313,D-AIGZ,62.246155,-6.285706,36000
Lufthansa (Lovehansa Livery),DLH,A20N,Airbus A320-271N,D-AINY,40.472782,-3.570042,0
Lufthansa,DLH,A333,Airbus A330-343,D-AIKR,42.977566,28.52688,41000
Lufthansa,DLH,A20N,Airbus A320-271N,D-AIND,50.046448,8.579988,0
Lufthansa,DLH,B744,Boeing 747-430,D-ABTL,56.758396,-13.813092,36000
Lufthansa,DLH,A320,Airbus A320-214,D-AIUL,60.323448,24.926924,0
Lufthansa,DLH,B744,Boeing 747-430,D-ABVM,44.188919,26.191929,33000
Lufthansa,DLH,A321,Airbus A321-231,D-AIDA,44.22464,-5.235639,33000
Lufthansa,DLH,A346,Airbus A340-642,D-AIHX,46.6707,-5.498322,33000
Lufthansa,DLH,A21N,Airbus A321-271NX,D-AIEM,40.810913,20.629272,35000
Lufthansa,DLH,B748,Boeing 747-830,D-ABYJ,44.880222,25.338158,33000
Lufthansa,DLH,B748,Boeing 747-830,D-ABYC,55.5499,-8.719797,36000
Lufthansa,DLH,A21N,Airbus A321-271NX,D-AIEF,59.118874,23.962507,8700
Lufthansa (Star Alliance Livery),DLH,A343,Airbus A340-313,D-AIGN,46.385513,-6.528224,31000
Lufthansa,DLH,A333,Airbus A330-343,D-AIKL,41.889084,21.228645,37000
Lufthansa,DLH,A20N,Airbus A320-271N,D-AIJB,43.372375,-3.105746,2675
Lufthansa,DLH,A20N,Airbus A320-271N,D-AIJD,46.468536,9.029938,38000
Lufthansa,DLH,B789,Boeing 787-9 Dreamliner,D-ABPE,56.415215,-7.2048,35975
Lufthansa,DLH,B748,Boeing 747-830,D-ABYR,55.748566,-4.619917,32000
Lufthansa,DLH,A321,Airbus A321-231,D-AISQ,51.303314,10.119705,25000
Lufthansa,DLH,A321,Airbus A321-231,D-AIDE,44.941452,20.509186,33000
Lufthansa,DLH,A320,Airbus A320-214,D-AIUI,49.042877,11.05174,29250
Lufthansa,DLH,CRJ9,Mitsubishi CRJ-900LR,D-ACKF,50.049351,8.587785,0
Lufthansa,DLH,A343,Airbus A340-313,D-AIGL,46.710564,18.667076,38000
Lufthansa,DLH,A359,Airbus A350-941,D-AIXA,48.805389,11.478741,13200
Lufthansa,DLH,A319,Airbus A319-112,D-AIBE,50.901836,4.48307,0
Lufthansa,DLH,A21N,Airbus A321-271NX,D-AIEK,44.649445,18.039486,36000
Lufthansa,DLH,A20N,Airbus A320-271N,D-AIJJ,51.442886,3.002088,38000
Lufthansa,DLH,A319,Airbus A319-112,D-AIBL,52.040562,21.076328,2475
